OID_,GEOID,ALAND,AWATER,Shape__Are,Shape__Len,GEOID_2,FIPS,ZONE_CODE,AREA
147,17031711200,1102231.000000000000000,0.000000000000000,1974819.351560000097379,5603.965503639999952,17031711200.000000000000000,17031711200.000000000000000,653,216111.000000000000000
148,17031720600,582372.000000000000000,0.000000000000000,1044207.753909999970347,4094.755240819999926,17031720600.000000000000000,17031720600.000000000000000,662,245855.000000000000000
149,17031770800,3925187.000000000000000,0.000000000000000,7143110.601560000330210,13793.824361900000440,17031770800.000000000000000,17031770800.000000000000000,693,1256491.000000000000000
150,17031828701,6792134.000000000000000,0.000000000000000,12109197.035199999809265,16278.424917099999220,17031828701.000000000000000,17031828701.000000000000000,1177,3402870.000000000000000
151,17031829000,2301596.000000000000000,0.000000000000000,4103741.632809999864548,8588.155335310000737,17031829000.000000000000000,17031829000.000000000000000,1182,307260.000000000000000
152,17031829600,1605835.000000000000000,0.000000000000000,2847806.070309999864548,7637.588504010000179,17031829600.000000000000000,17031829600.000000000000000,1190,361786.000000000000000
153,17031830005,7007314.000000000000000,9275.000000000000000,12517911.546900000423193,17068.643912499999715,17031830005.000000000000000,17031830005.000000000000000,1198,2434080.000000000000000
154,17031830500,3827808.000000000000000,285801.000000000000000,7407856.671880000270903,11824.560595700000704,17031830500.000000000000000,17031830500.000000000000000,1207,355916.000000000000000
155,17031831000,281427.000000000000000,0.000000000000000,506758.128905999998096,4060.845104470000024,17031831000.000000000000000,17031831000.000000000000000,1212,50380.000000000000000
156,17031831800,1903565.000000000000000,0.000000000000000,3447801.773440000135452,7955.876599719999831,17031831800.000000000000000,17031831800.000000000000000,1220,526063.000000000000000
157,17031832500,742895.000000000000000,38645.000000000000000,1417426.890630000038072,5404.626888619999590,17031832500.000000000000000,17031832500.000000000000000,1227,106987.000000000000000
158,17031833300,477330.000000000000000,0.000000000000000,852848.808593999943696,4047.729767280000033,17031833300.000000000000000,17031833300.000000000000000,1232,105209.000000000000000
159,17031836700,1227830.000000000000000,0.000000000000000,2221636.839840000029653,6367.064858849999837,17031836700.000000000000000,17031836700.000000000000000,1258,137498.000000000000000
160,17031837000,412544.000000000000000,0.000000000000000,745436.921875000000000,3816.672724189999826,17031837000.000000000000000,17031837000.000000000000000,1261,63937.000000000000000
161,17031838700,658085.000000000000000,0.000000000000000,1186930.964840000029653,4356.587072760000410,17031838700.000000000000000,17031838700.000000000000000,1271,115826.000000000000000
162,17031839500,262139.000000000000000,0.000000000000000,493695.363280999998096,3413.506488290000107,17031839500.000000000000000,17031839500.000000000000000,1276,53012.000000000000000
163,17031840700,541526.000000000000000,0.000000000000000,976221.160156000056304,5007.597171579999667,17031840700.000000000000000,17031840700.000000000000000,1286,85899.000000000000000
164,17031841700,266794.000000000000000,0.000000000000000,479591.972655999998096,3705.311962629999925,17031841700.000000000000000,17031841700.000000000000000,1295,52691.000000000000000
165,17031801100,1873164.000000000000000,0.000000000000000,3409803.093750000000000,8399.033894289999807,17031801100.000000000000000,17031801100.000000000000000,706,894705.000000000000000
166,17031801902,3175295.000000000000000,0.000000000000000,5765282.109380000270903,10407.503331300000355,17031801902.000000000000000,17031801902.000000000000000,721,1711525.000000000000000
167,17031802003,1712238.000000000000000,0.000000000000000,3113700.613280000165105,8254.245680919999359,17031802003.000000000000000,17031802003.000000000000000,723,628160.000000000000000
168,17031802200,4437336.000000000000000,0.000000000000000,8059732.714839999563992,11950.973554199999853,17031802200.000000000000000,17031802200.000000000000000,726,2267985.000000000000000
169,17031802607,1855278.000000000000000,78992.000000000000000,3519184.093750000000000,8700.857497479999438,17031802607.000000000000000,17031802607.000000000000000,736,989160.000000000000000
170,17031802900,4547458.000000000000000,0.000000000000000,8283929.000000000000000,13596.564903500000582,17031802900.000000000000000,17031802900.000000000000000,744,1921691.000000000000000
171,17031803012,1470718.000000000000000,0.000000000000000,2672869.816409999970347,6781.957139170000119,17031803012.000000000000000,17031803012.000000000000000,749,244797.000000000000000
172,17031803200,2773986.000000000000000,0.000000000000000,5024464.597660000436008,9554.599696299999778,17031803200.000000000000000,17031803200.000000000000000,756,1121076.000000000000000
173,17031803607,2531009.000000000000000,50181.000000000000000,4697423.269530000165105,8816.146654030000718,17031803607.000000000000000,17031803607.000000000000000,764,1071618.000000000000000
174,17031803701,1485728.000000000000000,0.000000000000000,2702876.351559999864548,7116.200620550000167,17031803701.000000000000000,17031803701.000000000000000,769,362743.000000000000000
175,17031804108,1214480.000000000000000,0.000000000000000,2210818.523440000135452,7339.944047769999997,17031804108.000000000000000,17031804108.000000000000000,779,506854.000000000000000
176,17031804406,7065694.000000000000000,41081.000000000000000,12905440.222699999809265,18324.040236699998786,17031804406.000000000000000,17031804406.000000000000000,792,2613416.000000000000000
177,17031804610,1637263.000000000000000,23682.000000000000000,3019646.738280000165105,6996.451055290000113,17031804610.000000000000000,17031804610.000000000000000,805,549701.000000000000000
178,17031842200,1407940.000000000000000,136789.000000000000000,2778529.882809999864548,6861.231445899999926,17031842200.000000000000000,17031842200.000000000000000,1300,91652.000000000000000
